date,open,high,low,close,volume,score,sentiment_mean,sentiment_mode
2015-03-30,1294.9,1299.4,1294.18,1297.14,13058566.0,0.6,1,1
2015-03-31,1297.14,1305.97,1296.46,1304.62,21635967.0,-0.4,-1,-1
2015-04-01,1304.62,1329.8,1304.62,1329.8,26651073.0,0.0,0,0
2015-04-06,1329.8,1354.04,1327.73,1350.52,48420444.0,0.1538461538461538,0,1
2015-04-07,1350.52,1357.11,1348.47,1355.85,52209458.0,0.0476190476190476,0,1
2015-04-08,1355.85,1355.85,1343.27,1344.58,54986339.0,0.1428571428571428,0,1
2015-04-09,1344.58,1350.77,1343.05,1350.77,26012090.0,0.0714285714285714,0,0
2015-04-10,1350.77,1352.14,1344.29,1347.8,24477039.0,0.0,0,0
2015-04-13,1347.8,1357.47,1347.8,1357.47,17776787.0,0.0,0,0
2015-04-14,1357.47,1360.63,1354.69,1358.76,30337168.0,0.1578947368421052,0,0
2015-04-15,1358.76,1370.31,1358.16,1362.53,42088816.0,0.3076923076923077,1,1
2015-04-16,1362.53,1367.14,1358.17,1367.14,39357707.0,0.7142857142857143,1,1
2015-04-17,1367.14,1369.2,1359.6,1363.89,39037689.0,0.1578947368421052,0,1
2015-04-20,1363.89,1366.88,1346.12,1347.89,25214045.0,-0.1818181818181818,0,-1
2015-04-21,1347.89,1347.89,1324.84,1330.31,25186633.0,0.0,0,0
2015-04-22,1330.31,1346.64,1330.31,1346.53,98090238.0,0.5,1,1
2015-04-23,1346.53,1360.01,1345.76,1357.85,95378132.0,-0.1,0,-1
2015-04-24,1357.85,1374.49,1357.45,1374.49,88941647.0,0.1875,0,1
2015-04-27,1374.49,1394.73,1374.17,1392.29,93243022.0,0.2142857142857142,1,1
2015-04-28,1392.29,1411.62,1389.79,1411.62,88277942.0,0.2727272727272727,1,1
2015-04-29,1411.62,1419.77,1402.15,1405.71,115791150.0,0.5882352941176471,1,1
2015-04-30,1405.71,1411.24,1396.35,1396.35,75600347.0,0.2083333333333333,1,1
2015-05-04,1396.35,1407.08,1395.83,1401.16,21236459.0,0.2,0,0
2015-05-05,1401.16,1418.06,1401.16,1418.06,55720751.0,0.2777777777777778,1,1
2015-05-06,1418.06,1422.02,1404.61,1411.22,44497099.0,-0.125,0,0
2015-05-07,1411.22,1411.32,1378.04,1378.04,49837896.0,0.4285714285714285,1,1
2015-05-08,1378.04,1379.59,1367.28,1367.28,27522422.0,0.3809523809523809,1,1
2015-05-11,1367.28,1373.67,1366.06,1366.06,38639126.0,0.3333333333333333,1,1
2015-05-12,1366.06,1366.88,1361.78,1361.8,42863451.0,0.2666666666666666,1,1
2015-05-13,1361.8,1368.07,1358.35,1358.35,66455776.0,0.0,0,0
2015-05-14,1358.35,1369.61,1358.34,1360.76,27421125.0,0.5384615384615384,1,1
2015-05-15,1360.76,1362.29,1356.9,1357.0,45472225.0,0.1764705882352941,0,1
2015-05-19,1357.0,1368.58,1352.14,1368.58,60415838.0,0.1666666666666666,0,1
2015-05-20,1368.58,1382.28,1363.42,1363.42,58317676.0,-0.1818181818181818,0,-1
2015-05-21,1363.42,1367.08,1356.61,1356.61,19630922.0,0.2,0,1
2015-05-22,1356.61,1359.7,1353.02,1353.62,19800367.0,0.1176470588235294,0,1
2015-05-25,1353.62,1353.62,1344.35,1347.77,6992963.0,0.1538461538461538,0,1
2015-05-26,1347.77,1354.03,1336.89,1336.89,53789510.0,0.5,1,1
2015-05-27,1336.89,1338.07,1306.66,1310.79,46218032.0,0.6153846153846154,1,1
2015-05-28,1310.79,1311.49,1303.45,1307.17,33588827.0,0.5384615384615384,1,1
2015-05-29,1307.17,1319.52,1302.44,1306.62,99928973.0,0.0909090909090909,0,1
2015-06-01,1306.62,1312.26,1301.17,1301.17,18600961.0,0.2727272727272727,1,1
2015-06-02,1301.17,1314.71,1300.33,1309.26,38293598.0,0.2142857142857142,1,1
2015-06-03,1309.26,1314.07,1309.26,1311.78,29871087.0,0.3333333333333333,1,1
2015-06-04,1311.78,1313.55,1303.84,1309.09,17683856.0,0.2777777777777778,1,1
2015-06-05,1309.09,1320.44,1309.09,1320.31,29214579.0,0.3157894736842105,1,1
2015-06-09,1320.31,1322.99,1317.06,1319.23,73264191.0,0.0769230769230769,0,1
2015-06-10,1319.23,1328.7,1319.23,1323.54,77273542.0,-0.0909090909090909,0,0
2015-06-11,1323.54,1333.81,1321.83,1333.75,138381473.0,0.3076923076923077,1,1
2015-06-12,1333.75,1334.96,1330.05,1330.18,36974050.0,0.2857142857142857,1,1
2015-06-16,1330.18,1330.18,1318.58,1321.1,308935958.0,-0.4166666666666667,-1,-1
2015-06-17,1321.1,1326.09,1313.86,1320.69,37555903.0,0.1666666666666666,0,1
2015-06-18,1320.69,1329.37,1320.48,1325.8,45926253.0,0.0,0,0
2015-06-19,1325.8,1325.8,1307.51,1307.51,50640420.0,0.125,0,0
2015-06-22,1307.51,1320.65,1306.13,1313.33,251365540.0,0.3333333333333333,1,1
2015-06-23,1313.33,1334.12,1312.54,1332.08,250908060.0,-0.1111111111111111,0,-1
2015-06-24,1332.08,1338.48,1325.9,1329.42,114559508.0,0.2777777777777778,1,1
2015-06-25,1329.42,1329.45,1313.83,1313.83,45006541.0,0.1333333333333333,0,1
2015-06-26,1313.83,1321.82,1312.69,1321.82,29956301.0,0.15,0,1
2015-06-30,1321.82,1331.35,1318.97,1331.35,434182527.0,0.1666666666666666,0,0
2015-07-01,1331.35,1337.91,1313.53,1313.53,33159124.0,0.3636363636363636,1,1
2015-07-02,1313.53,1320.51,1313.53,1320.06,28384376.0,0.4285714285714285,1,1
2015-07-03,1320.06,1321.47,1312.67,1312.67,4806341.0,0.1818181818181818,0,1
2015-07-06,1312.67,1312.67,1301.58,1309.68,20067294.0,-0.0909090909090909,0,-1
2015-07-07,1309.68,1309.68,1288.85,1305.92,37646126.0,-0.1052631578947368,0,-1
2015-07-08,1305.92,1306.02,1289.87,1295.54,51731090.0,-0.2352941176470588,-1,-1
2015-07-09,1295.54,1302.64,1295.54,1300.57,40823966.0,0.081081081081081,0,0
2015-07-10,1300.57,1312.38,1300.57,1310.59,23169692.0,0.2857142857142857,1,1
2015-07-13,1310.59,1316.21,1309.42,1314.02,20728684.0,0.2222222222222222,1,1
2015-07-14,1314.02,1328.31,1313.74,1325.39,60016672.0,0.1666666666666666,0,1
2015-07-15,1325.39,1326.67,1319.09,1324.37,33939748.0,0.2307692307692307,1,1
2015-07-16,1324.37,1329.68,1322.29,1326.44,26882497.0,0.1818181818181818,0,1
2015-07-17,1326.44,1326.84,1309.45,1309.45,15207858.0,0.05,0,0
2015-07-21,1309.45,1310.95,1289.36,1300.58,27099286.0,0.0,0,0
2015-07-22,1300.58,1306.33,1295.57,1306.33,28358637.0,0.2,0,1
2015-07-23,1306.33,1310.95,1305.38,1307.4,27122208.0,0.6153846153846154,1,1
2015-07-24,1307.4,1308.16,1297.04,1303.25,37330096.0,0.1176470588235294,0,1
2015-07-27,1303.25,1303.36,1293.07,1293.07,591773193.0,0.0,0,0
2015-07-28,1293.07,1300.74,1291.87,1297.62,34399571.0,0.2,0,1
2015-07-29,1297.62,1325.32,1297.62,1325.32,66851998.0,0.3043478260869565,1,1
2015-07-30,1325.32,1326.62,1311.65,1321.96,27174705.0,-0.1764705882352941,0,-1
2015-07-31,1321.96,1322.75,1314.87,1317.24,319766555.0,-0.125,0,-1
2015-08-03,1317.24,1317.24,1291.34,1298.76,29600825.0,-0.75,-1,-1
2015-08-04,1298.76,1301.82,1291.92,1297.64,27464182.0,0.2307692307692307,1,1
2015-08-05,1297.64,1300.26,1282.83,1288.67,87719235.0,0.4285714285714285,1,1
2015-08-06,1288.67,1293.79,1284.98,1290.79,29019064.0,-0.1764705882352941,0,-1
2015-08-10,1290.79,1293.44,1284.48,1285.35,111637080.0,0.125,0,0
2015-08-11,1285.35,1285.35,1271.53,1271.62,28506386.0,-0.25,-1,-1
2015-08-12,1271.62,1281.04,1265.56,1281.04,54037545.0,0.5384615384615384,1,1
2015-08-13,1281.04,1281.09,1269.33,1272.49,40934822.0,0.3846153846153846,1,1
2015-08-14,1272.49,1277.42,1266.03,1269.22,15655032.0,0.25,1,1
2015-08-18,1269.22,1269.22,1251.34,1260.95,20246994.0,0.0,0,0
2015-08-19,1260.95,1263.25,1239.52,1240.35,27113705.0,0.1818181818181818,0,1
2015-08-20,1240.35,1242.72,1228.75,1228.87,55150167.0,-0.1,0,-1
2015-08-21,1228.87,1231.09,1192.75,1192.75,70242189.0,-0.2,0,-1
2015-08-24,1192.75,1192.75,1149.86,1150.78,52062401.0,-1.0,-1,-1
2015-08-25,1150.78,1186.33,1144.42,1149.53,32282326.0,0.3636363636363636,1,1
2015-08-26,1149.53,1155.35,1140.69,1152.87,26318521.0,-0.2307692307692307,-1,-1
2015-08-27,1152.87,1198.78,1152.87,1198.78,46565486.0,0.4615384615384615,1,1
2015-08-28,1198.78,1217.95,1194.43,1217.95,37540385.0,-0.125,0,0
2015-08-31,1217.95,1246.59,1209.06,1246.59,35369871.0,0.4615384615384615,1,1
2015-09-01,1246.59,1246.59,1210.78,1210.78,132369719.0,-0.1052631578947368,0,-1
2015-09-02,1210.78,1221.88,1210.78,1218.88,223975817.0,0.1428571428571428,0,1
2015-09-03,1218.88,1242.56,1218.88,1238.95,35062031.0,0.2222222222222222,1,1
2015-09-04,1238.95,1242.79,1233.8,1235.97,17921646.0,0.1739130434782608,0,1
2015-09-07,1235.97,1241.61,1233.92,1241.61,8657607.0,0.1428571428571428,0,1
2015-09-08,1241.61,1260.33,1241.61,1244.63,33167053.0,0.2916666666666667,1,1
2015-09-09,1244.63,1250.62,1230.97,1233.84,28026765.0,0.2,0,0
2015-09-10,1233.84,1255.39,1224.08,1255.39,41825356.0,0.1176470588235294,0,1
2015-09-11,1255.39,1256.89,1241.24,1249.58,22370540.0,0.3043478260869565,1,1
2015-09-14,1249.58,1250.47,1239.29,1250.32,25734388.0,0.3333333333333333,1,1
2015-09-15,1250.32,1255.37,1246.12,1253.6,31703065.0,0.0,0,0
2015-09-16,1253.6,1265.28,1252.4,1265.28,37770488.0,0.3333333333333333,1,1
2015-09-17,1265.28,1267.25,1258.6,1264.14,36955010.0,0.2,0,1
2015-09-18,1264.14,1265.17,1243.47,1248.58,79826286.0,0.2272727272727272,1,1
2015-09-21,1248.58,1250.09,1233.98,1233.98,8657579.0,0.25,1,1
2015-09-22,1233.98,1233.98,1206.71,1215.45,23566848.0,0.0714285714285714,0,1
2015-09-23,1215.45,1217.94,1203.24,1208.77,23817979.0,0.0,0,0
2015-09-24,1208.77,1219.38,1200.15,1219.38,25028085.0,0.375,1,1
2015-09-25,1219.38,1225.56,1214.41,1215.27,13453192.0,0.45,1,1
2015-09-28,1215.27,1215.27,1202.56,1203.12,19591919.0,0.1851851851851851,0,1
2015-09-29,1203.12,1204.79,1196.93,1202.27,28480717.0,0.2666666666666666,1,1
2015-09-30,1202.27,1218.82,1201.0,1218.82,27693223.0,0.4782608695652174,1,1
2015-10-01,1218.82,1225.12,1208.09,1210.19,18415149.0,-0.375,-1,-1
2015-10-02,1210.19,1218.08,1201.52,1218.08,12789199.0,0.2727272727272727,1,1
2015-10-05,1218.08,1237.75,1218.08,1237.75,24137915.0,0.375,1,1
2015-10-06,1237.75,1254.98,1237.21,1254.98,32330656.0,0.0909090909090909,0,1
2015-10-07,1254.98,1274.95,1254.98,1274.33,44012742.0,0.2666666666666666,1,1
2015-10-08,1274.33,1281.54,1263.0,1280.55,32894007.0,0.3,1,1
2015-10-09,1280.55,1282.74,1275.89,1280.18,29719797.0,0.5294117647058824,1,1
2015-10-13,1280.18,1280.35,1263.56,1274.28,23827688.0,-0.25,-1,-1
2015-10-14,1274.28,1279.85,1258.68,1258.68,17891892.0,-0.1764705882352941,0,-1
2015-10-15,1258.68,1259.63,1250.96,1251.02,23470334.0,0.2857142857142857,1,1
2015-10-16,1251.02,1251.85,1245.78,1251.59,19497662.0,0.4615384615384615,1,1
2015-10-19,1251.59,1251.59,1237.29,1246.6,19432134.0,-0.3333333333333333,-1,-1
2015-10-20,1246.6,1250.25,1241.19,1245.97,21078779.0,0.25,1,1
2015-10-21,1245.97,1246.1,1237.43,1245.11,15304972.0,0.0833333333333333,0,1
2015-10-22,1245.11,1248.61,1240.32,1248.61,20760558.0,-0.1818181818181818,0,-1
2015-10-23,1248.61,1250.31,1244.5,1249.12,26637630.0,0.1739130434782608,0,0
2015-10-26,1249.12,1249.81,1241.39,1248.49,22346934.0,0.1333333333333333,0,1
2015-10-27,1248.49,1248.49,1229.49,1238.47,19844500.0,0.4166666666666667,1,1
2015-10-28,1238.47,1238.47,1223.93,1228.93,17997348.0,0.3636363636363636,1,1
2015-10-29,1228.93,1228.93,1219.48,1219.48,15152164.0,0.4210526315789473,1,1
2015-10-30,1219.48,1223.41,1214.3,1218.13,253057589.0,0.217391304347826,1,0
2015-11-03,1218.13,1222.81,1208.42,1217.93,17658432.0,0.3846153846153846,1,1
2015-11-04,1217.93,1221.47,1212.59,1218.39,21976482.0,-0.1666666666666666,0,-1
2015-11-05,1218.39,1225.76,1217.6,1225.68,27389671.0,0.5714285714285714,1,1
2015-11-06,1225.68,1230.24,1219.33,1222.87,13766223.0,0.3125,1,1
2015-11-09,1222.87,1224.07,1213.22,1217.49,13007966.0,0.375,1,1
2015-11-10,1217.49,1218.41,1209.94,1213.44,25559479.0,0.1,0,1
2015-11-11,1213.44,1214.45,1202.05,1204.62,20166710.0,-0.05,0,0
2015-11-12,1204.62,1206.97,1182.47,1182.47,32895929.0,0.3529411764705882,1,1
2015-11-13,1182.47,1182.47,1152.13,1152.13,109677403.0,0.25,1,1
2015-11-17,1152.13,1158.04,1109.02,1112.05,58926332.0,0.3809523809523809,1,1
2015-11-18,1112.05,1138.2,1112.05,1125.57,43547933.0,0.6153846153846154,1,1
2015-11-19,1125.57,1130.66,1119.07,1120.45,541688214.0,-0.1666666666666666,0,0
2015-11-20,1120.45,1139.17,1119.66,1139.17,23378239.0,0.2857142857142857,1,1
2015-11-23,1139.17,1147.05,1136.03,1140.28,14315640.0,0.6666666666666666,1,1
2015-11-24,1140.28,1143.07,1124.6,1124.6,41331689.0,0.5,1,1
2015-11-25,1124.6,1127.06,1093.98,1108.53,43152938.0,0.0,0,0
2015-11-26,1108.53,1109.37,1097.63,1104.06,4285362.0,0.1666666666666666,0,0
2015-11-27,1104.06,1104.46,1092.95,1092.95,13400809.0,0.4285714285714285,1,1
2015-11-30,1092.95,1114.36,1089.76,1114.36,152318307.0,0.0,0,0
2015-12-01,1114.36,1121.75,1106.0,1109.45,23325096.0,-0.6666666666666666,-1,-1
2015-12-02,1109.45,1111.46,1086.78,1091.47,26495947.0,0.1666666666666666,0,0
2015-12-03,1091.47,1092.96,1080.85,1081.21,39088914.0,0.5,1,1
2015-12-04,1081.21,1083.88,1066.77,1070.93,23571543.0,0.1428571428571428,0,0
2015-12-07,1070.93,1070.93,1045.71,1051.25,17962676.0,-0.1666666666666666,0,-1
2015-12-09,1051.25,1066.33,1046.98,1062.02,45996301.0,0.0,0,0
2015-12-10,1062.02,1085.38,1059.62,1080.06,28403489.0,0.3333333333333333,1,1
2015-12-11,1080.06,1081.62,1069.11,1074.88,14647452.0,1.0,1,1
2015-12-14,1074.88,1075.38,1063.02,1074.26,22929457.0,-0.1666666666666666,0,0
2015-12-15,1074.26,1101.24,1074.01,1101.24,23062766.0,0.5,1,1
2015-12-16,1101.24,1129.78,1096.73,1129.78,20514162.0,1.0,1,1
2015-12-17,1129.78,1140.85,1123.4,1140.85,26499920.0,0.0,0,0
2015-12-18,1140.85,1140.85,1130.69,1139.99,34578613.0,1.0,1,1
2015-12-21,1139.99,1139.99,1125.2,1131.27,13816636.0,-0.6666666666666666,-1,-1
2015-12-22,1131.27,1137.25,1124.67,1128.73,29640341.0,0.5,1,1
2015-12-23,1128.73,1161.02,1128.73,1161.02,45551986.0,0.0,0,0
2015-12-24,1161.02,1161.52,1152.16,1154.77,16246138.0,0.0,0,0
2015-12-28,1154.77,1154.77,1138.8,1152.22,9377287.0,-0.5,-1,-1
2015-12-29,1152.22,1156.69,1144.86,1148.25,15907905.0,1.0,1,1
2015-12-30,1148.25,1153.71,1138.58,1153.71,9206359.0,-0.3333333333333333,-1,-1
2016-01-04,1153.71,1155.75,1129.71,1129.71,11922282.0,0.5,1,1
2016-01-05,1129.71,1142.4,1126.82,1142.4,40205011.0,-0.5,-1,-1
2016-01-06,1142.4,1142.4,1122.75,1129.32,18150707.0,0.0,0,0
2016-01-07,1129.32,1131.8,1105.73,1105.73,13796685.0,0.0,0,0
2016-01-08,1105.73,1108.01,1098.32,1098.32,11751509.0,1.0,1,1
2016-01-12,1098.32,1098.32,1068.36,1079.28,36891686.0,-1.0,-1,-1
2016-01-13,1079.28,1102.83,1068.28,1096.68,40302407.0,0.0,0,0
2016-01-14,1096.68,1128.65,1096.16,1128.65,51921524.0,-0.5,-1,-1
2016-01-15,1128.65,1128.65,1103.26,1103.26,19752542.0,-0.3333333333333333,-1,-1
2016-01-18,1103.26,1103.26,1078.69,1078.69,19051433.0,-0.6666666666666666,-1,-1
2016-01-19,1078.69,1103.06,1078.69,1100.3,68683981.0,0.1666666666666666,0,0
2016-01-20,1100.3,1110.19,1086.53,1109.33,35032790.0,0.0,0,0
2016-01-21,1109.33,1126.98,1100.16,1124.79,31810931.0,0.0,0,0
2016-01-22,1124.79,1153.97,1124.79,1151.62,1616753191.0,0.0,0,0
2016-01-25,1151.62,1151.87,1136.96,1139.32,34926721.0,0.3333333333333333,1,1
2016-01-26,1139.32,1146.59,1136.81,1146.36,45112015.0,0.5,1,1
2016-01-27,1146.36,1154.18,1142.21,1153.46,28691208.0,-1.0,-1,-1
2016-01-28,1153.46,1169.17,1153.46,1165.38,39443489.0,0.0,0,0
2016-01-29,1165.38,1182.27,1165.38,1175.09,56661477.0,0.2857142857142857,1,1
2016-02-01,1175.09,1180.72,1169.65,1180.72,27852650.0,0.0,0,0
2016-02-02,1180.72,1180.72,1165.11,1165.77,19337800.0,0.3333333333333333,1,1
2016-02-03,1165.77,1181.85,1162.55,1180.66,29664005.0,0.3333333333333333,1,1
2016-02-04,1180.66,1194.04,1179.9,1188.73,33707964.0,0.25,1,1
2016-02-05,1188.73,1195.11,1183.6,1195.11,23721757.0,0.0909090909090909,0,1
2016-02-08,1195.11,1195.11,1188.79,1192.98,12790624.0,-0.2,0,-1
2016-02-09,1192.98,1199.96,1187.59,1196.9,41203292.0,0.0,0,0
2016-02-10,1196.9,1204.9,1193.29,1200.42,38192372.0,0.0,0,0
2016-02-11,1200.42,1200.42,1186.75,1198.51,392820723.0,-0.1818181818181818,0,-1
2016-02-12,1198.51,1214.2,1198.51,1209.03,170373155.0,0.2105263157894736,1,0
2016-02-15,1209.03,1213.31,1207.34,1209.88,13998976.0,0.1538461538461538,0,1
2016-02-16,1209.88,1222.96,1199.98,1199.98,77190104.0,0.0476190476190476,0,1
2016-02-17,1199.98,1233.34,1197.35,1233.34,50103879.0,0.0,0,0
2016-02-18,1233.34,1240.3,1232.8,1235.89,64256621.0,-0.4285714285714285,-1,0
2016-02-19,1235.89,1235.89,1226.6,1234.93,79931536.0,0.05,0,1
2016-02-22,1234.93,1243.46,1234.93,1236.37,39847080.0,-0.0909090909090909,0,-1
2016-02-23,1236.37,1236.37,1224.29,1229.65,39089882.0,0.0625,0,0
2016-02-24,1229.65,1229.65,1217.75,1228.18,48524186.0,-0.2307692307692307,-1,-1
2016-02-25,1228.18,1240.13,1227.56,1240.13,67614536.0,0.4545454545454545,1,0
2016-02-26,1240.13,1253.32,1240.13,1246.68,61250483.0,0.35,1,1
2016-02-29,1246.68,1250.64,1242.59,1244.17,92630319.0,0.2222222222222222,1,1
2016-03-01,1244.17,1256.43,1244.17,1255.54,57717923.0,-0.0833333333333333,0,-1
2016-03-02,1255.54,1276.63,1252.89,1276.63,76839841.0,0.2222222222222222,1,1
2016-03-03,1276.63,1295.67,1271.98,1295.43,71740496.0,-0.1111111111111111,0,0
2016-03-04,1295.43,1304.27,1290.56,1294.86,64862248.0,0.2352941176470588,1,1
2016-03-07,1294.86,1307.17,1288.37,1307.17,50041569.0,0.0625,0,1
2016-03-08,1307.17,1307.17,1287.29,1294.63,43822131.0,0.3333333333333333,1,1
2016-03-09,1294.63,1302.39,1293.14,1296.27,45046240.0,0.3333333333333333,1,1
2016-03-10,1296.27,1299.45,1283.25,1299.45,50688924.0,0.2,0,1
2016-03-11,1299.45,1304.96,1296.62,1302.71,24637333.0,0.3181818181818182,1,1
2016-03-14,1302.71,1302.71,1290.78,1298.48,12459124.0,0.7142857142857143,1,1
2016-03-15,1298.48,1298.48,1279.74,1285.34,42191687.0,0.2666666666666666,1,1
2016-03-16,1285.34,1286.61,1268.77,1284.4,28201648.0,0.2727272727272727,1,0
2016-03-17,1284.4,1297.73,1284.37,1295.89,37538056.0,-0.1111111111111111,0,0
2016-03-18,1295.89,1309.81,1295.23,1309.81,71061156.0,0.3684210526315789,1,1
2016-03-22,1309.81,1316.92,1299.02,1316.92,40641135.0,0.5,1,1
2016-03-23,1316.92,1321.05,1292.58,1321.05,30366509.0,0.4285714285714285,1,1
2016-03-28,1321.05,1321.05,1300.32,1305.41,17608743.0,0.6153846153846154,1,1
2016-03-29,1305.41,1305.41,1282.34,1299.65,22342122.0,0.125,0,0
2016-03-30,1299.65,1319.77,1299.65,1319.77,43719014.0,0.6,1,1
2016-03-31,1319.77,1336.27,1309.65,1336.27,47903020.0,0.4117647058823529,1,1
2016-04-01,1336.27,1340.09,1317.96,1333.63,45950418.0,0.0,0,0
2016-04-04,1333.63,1337.58,1327.37,1337.58,22170114.0,0.0,0,0
2016-04-05,1337.58,1337.58,1313.19,1313.19,16292671.0,-0.2727272727272727,-1,-1
2016-04-06,1313.19,1322.67,1309.18,1321.5,45866327.0,0.125,0,0
2016-04-07,1321.5,1321.5,1310.58,1316.11,34475017.0,0.0909090909090909,0,0
2016-04-08,1316.11,1329.66,1316.11,1326.57,82479508.0,0.2,0,0
2016-04-11,1326.57,1337.03,1325.44,1336.37,35199143.0,0.0,0,0
2016-04-12,1336.37,1364.13,1333.14,1364.13,47452368.0,0.5454545454545454,1,1
2016-04-13,1364.13,1380.39,1361.29,1370.62,64123850.0,0.1,0,0
2016-04-14,1370.62,1371.9,1360.02,1364.97,22434780.0,-0.2,0,0
